Workload|iterations|run-time|cpu-cycles|instructions|ref-cycles|page-faults|branches|branch-misses|LLC-load-misses|L1-dcache-load-misses|cache-misses
jpeg | 80 | 0.080216971 | 329142249 | 501038889 | 198250624 | 822763 | 63317452 | 2251897 | 40137 | 2532990 | 822763
jpeg | 90 | 0.098382681 | 394280575 | 562397679 | 241908784 | 1644391 | 71019314 | 2510187 | 110148 | 2943004 | 1644391
jpeg | 100 | 0.102637421 | 413398669 | 625331777 | 253211296 | 1071797 | 78970012 | 2792452 | 52417 | 3185454 | 1071797
jpeg | 110 | 0.148319557 | 535140939 | 687129074 | 345170696 | 2526964 | 86754926 | 3073505 | 210483 | 4008381 | 2526964
jpeg | 120 | 0.125727869 | 495991415 | 748577914 | 307944416 | 1209127 | 94359031 | 3392878 | 56212 | 3799320 | 1209127
jpeg | 130 | 0.143652462 | 557921841 | 810903647 | 352582672 | 1749205 | 102222008 | 3597826 | 109706 | 4158394 | 1749205
jpeg | 140 | 0.146062566 | 584092696 | 874740929 | 359607040 | 1514962 | 110413359 | 3919370 | 77834 | 4438505 | 1514962
jpeg | 150 | 0.154076095 | 623782882 | 935619840 | 379183480 | 1598451 | 117995649 | 4173242 | 80759 | 4746387 | 1598451
jpeg | 160 | 0.170839465 | 675972572 | 997982018 | 418578264 | 1948719 | 125830882 | 4445834 | 109238 | 5150861 | 1948719
jpeg | 170 | 0.176358387 | 705059842 | 1058035849 | 434086224 | 1839712 | 133236220 | 4733682 | 92019 | 5375892 | 1839712
jpeg | 180 | 0.189832446 | 754499954 | 1124941376 | 467006904 | 2042954 | 142008684 | 4954833 | 103946 | 5703276 | 2042954
jpeg | 190 | 0.210998398 | 831337867 | 1181863612 | 515683688 | 2967273 | 148845629 | 5254563 | 192183 | 6158497 | 2967273
jpeg | 200 | 0.209128895 | 831043521 | 1244484645 | 515993920 | 2206738 | 156669550 | 5529751 | 110331 | 6449819 | 2206738
jpeg | 210 | 0.225176142 | 886536960 | 1304616562 | 553284264 | 2375731 | 164090837 | 5795775 | 125544 | 6703752 | 2375731
jpeg | 220 | 0.239411959 | 952335297 | 1373105700 | 590947240 | 3809782 | 173196869 | 6076483 | 255417 | 7074787 | 3809782
jpeg | 230 | 0.252993129 | 996097559 | 1431461591 | 624580632 | 3878305 | 180301543 | 6366385 | 252777 | 7437730 | 3878305
jpeg | 240 | 0.252298669 | 995348278 | 1493246740 | 623124424 | 2893904 | 187970025 | 6606805 | 156570 | 7608123 | 2893904
jpeg | 250 | 0.266668199 | 1070847476 | 1551239903 | 657273760 | 3844994 | 194996519 | 6882472 | 245810 | 7911321 | 3844994
jpeg | 260 | 0.275333382 | 1101626315 | 1617137634 | 678485288 | 3759969 | 203627860 | 7181040 | 236834 | 8214153 | 3759969
jpeg | 270 | 0.278687326 | 1114217010 | 1688029099 | 688035712 | 2847809 | 213094783 | 7449463 | 141845 | 8509590 | 2847809
jpeg | 280 | 0.292045857 | 1165113974 | 1750099545 | 720297448 | 2937026 | 220853911 | 7759289 | 150832 | 8950916 | 2937026
jpeg | 290 | 0.298468933 | 1204212044 | 1809902421 | 737419176 | 3144322 | 228234736 | 8015181 | 157280 | 9304098 | 3144322
jpeg | 300 | 0.490820939 | 1250326958 | 1874758338 | 1212102736 | 3817893 | 236666196 | 8347634 | 207107 | 9553126 | 3817893
jpeg | 310 | 0.333074424 | 1334855230 | 1928821323 | 818538552 | 4733525 | 242834428 | 8547335 | 306417 | 9898578 | 4733525
jpeg | 320 | 0.338224941 | 1333542947 | 1990624175 | 832979368 | 3719508 | 250607161 | 8786507 | 194056 | 10200281 | 3719508
jpeg | 330 | 0.347746725 | 1382071213 | 2054873893 | 856426272 | 3641676 | 258743142 | 9097865 | 184422 | 10516424 | 3641676
jpeg | 340 | 0.401738497 | 1467362023 | 2114127516 | 927139928 | 5162483 | 266038946 | 9347885 | 336480 | 11007491 | 5162483
jpeg | 350 | 0.381786069 | 1514167145 | 2173807550 | 943303920 | 5234251 | 273504667 | 9691438 | 326228 | 11495592 | 5234251
jpeg | 360 | 0.380397918 | 1528721354 | 2241262039 | 939302936 | 5300603 | 282307646 | 9904704 | 324715 | 11429654 | 5300603
jpeg | 370 | 0.39572869 | 1582826803 | 2307145945 | 978191552 | 5385681 | 290846092 | 10255702 | 337518 | 11961850 | 5385681
jpeg | 380 | 0.409706611 | 1613911285 | 2369573434 | 1006974280 | 5169843 | 298757650 | 10479733 | 315502 | 12069726 | 5169843
jpeg | 390 | 0.407435493 | 1629160148 | 2428814702 | 1004642288 | 4363764 | 305924420 | 10756846 | 225620 | 12415557 | 4363764
jpeg | 400 | 0.420761404 | 1671199256 | 2494574467 | 1039820496 | 4602408 | 314508210 | 11011553 | 237495 | 12710755 | 4602408
jpeg | 410 | 0.434530353 | 1740137500 | 2549172686 | 1073861360 | 5665295 | 320893948 | 11302051 | 349383 | 13139351 | 5665295
jpeg | 420 | 0.435459398 | 1739492348 | 2623735322 | 1072041256 | 4594180 | 331078542 | 11546006 | 242262 | 13185458 | 4594180
jpeg | 430 | 0.448260312 | 1782796606 | 2675157836 | 1105417664 | 4581654 | 336887292 | 11906031 | 225536 | 13747685 | 4581654
jpeg | 440 | 0.460086864 | 1835177684 | 2734322839 | 1136683392 | 4605982 | 343864670 | 12220115 | 228095 | 13986222 | 4605982
jpeg | 450 | 0.532555263 | 1880399697 | 2800751474 | 1310772424 | 5135446 | 352703424 | 12389362 | 264797 | 14375077 | 5135446
jpeg | 460 | 0.47783418 | 1908199326 | 2860676614 | 1176656104 | 4672250 | 360032639 | 12653385 | 219501 | 14540098 | 4672250
jpeg | 470 | 0.482624034 | 1937332553 | 2922605788 | 1187896112 | 4776039 | 367807323 | 12995221 | 220915 | 14912514 | 4776039
jpeg | 480 | 0.492450625 | 1977524902 | 2990018936 | 1216470944 | 4816547 | 376744786 | 13288687 | 223152 | 15215455 | 4816547
jpeg | 490 | 0.512564195 | 2034007017 | 3049674281 | 1266320848 | 4988919 | 383995720 | 13525067 | 241921 | 15519476 | 4988919
jpeg | 500 | 0.519289693 | 2075623321 | 3111333041 | 1278079608 | 5218049 | 391716639 | 13870197 | 252245 | 15926840 | 5218049
mips | 10 | 0.004702859 | 16637552 | 16914315 | 10697232 | 99406 | 3277319 | 96204 | 5118 | 285601 | 99406
mips | 20 | 0.008297295 | 30584723 | 31156895 | 18674032 | 164326 | 6033548 | 152340 | 8171 | 545474 | 164326
mips | 30 | 0.011916214 | 44714116 | 45596451 | 28101424 | 284350 | 8830761 | 214643 | 15092 | 815260 | 284350
mips | 40 | 0.015631278 | 57433669 | 60866387 | 36829624 | 237932 | 11764935 | 264836 | 10999 | 1035387 | 237932
mips | 50 | 0.017572117 | 68924325 | 74916383 | 41936752 | 271958 | 14514653 | 471417 | 9687 | 1307738 | 271958
mips | 60 | 0.022238958 | 81744701 | 86966890 | 53299064 | 265799 | 16832080 | 362340 | 9018 | 1574699 | 265799
mips | 70 | 0.024077457 | 96042182 | 103815971 | 58261840 | 370427 | 20122951 | 411896 | 11181 | 1839250 | 370427
mips | 80 | 0.026518668 | 107431982 | 115996574 | 64450672 | 363514 | 22440169 | 482810 | 11754 | 2128184 | 363514
mips | 90 | 0.030919049 | 124866125 | 131403056 | 75593128 | 617113 | 25431730 | 525338 | 23641 | 2368092 | 617113
mips | 100 | 0.034553825 | 135829678 | 147090962 | 83934136 | 556301 | 28503116 | 573753 | 17384 | 2623059 | 556301
mips | 110 | 0.038230376 | 153488787 | 163649756 | 93425592 | 634838 | 31712503 | 632971 | 21785 | 2947545 | 634838
mips | 120 | 0.038824465 | 160599191 | 175753116 | 95396392 | 585619 | 33953120 | 672246 | 17762 | 3188491 | 585619
mips | 130 | 0.0462251 | 182324344 | 184534333 | 112375432 | 998048 | 35730736 | 749378 | 49148 | 3486673 | 998048
mips | 140 | 0.047189778 | 192049407 | 199473231 | 116324624 | 980050 | 38610456 | 802236 | 37996 | 3737810 | 980050
mips | 150 | 0.051528146 | 209746902 | 215634900 | 126998976 | 921752 | 41682467 | 829455 | 26734 | 3963189 | 921752
mips | 160 | 0.054374236 | 219350877 | 233372214 | 134949464 | 1002688 | 45122724 | 930702 | 36423 | 4253217 | 1002688
mips | 170 | 0.056442241 | 227857528 | 244148509 | 138600176 | 819379 | 47264798 | 913898 | 25086 | 4496230 | 819379
mips | 180 | 0.059054661 | 241456781 | 261677539 | 144380496 | 1083055 | 50620681 | 979249 | 38776 | 4776002 | 1083055
mips | 190 | 0.064227136 | 257322069 | 275476150 | 157688648 | 1166912 | 53195691 | 1028787 | 36422 | 5054424 | 1166912
mips | 200 | 0.066637517 | 267822556 | 290878490 | 161220800 | 1162979 | 56299435 | 1131090 | 39809 | 5317870 | 1162979
mips | 210 | 0.071226622 | 287508538 | 303473457 | 173900688 | 1130050 | 58707992 | 1183714 | 39539 | 5524243 | 1130050
mips | 220 | 0.077536618 | 309350321 | 317927721 | 190585928 | 1660835 | 61478594 | 1227647 | 71234 | 5838063 | 1660835
mips | 230 | 0.076059169 | 308398428 | 328729457 | 184757976 | 1289867 | 63541541 | 1295897 | 43084 | 6033670 | 1289867
mips | 240 | 0.080830272 | 330642194 | 342309965 | 200118152 | 1315033 | 66257527 | 1358036 | 42837 | 6405073 | 1315033
mips | 250 | 0.082652395 | 340546510 | 357630317 | 204718384 | 1482515 | 69159932 | 1333551 | 49068 | 6601950 | 1482515
mips | 260 | 0.08683677 | 352463538 | 374518165 | 214635096 | 1495010 | 72436544 | 1508672 | 47090 | 6965977 | 1495010
mips | 270 | 0.090657477 | 367410719 | 390149686 | 223258464 | 1624560 | 75522939 | 1441013 | 51363 | 7206405 | 1624560
mips | 280 | 0.093644334 | 382535292 | 401608656 | 232173760 | 1493844 | 77685568 | 1549536 | 50196 | 7537810 | 1493844
mips | 290 | 0.103187069 | 413474161 | 422350722 | 253492824 | 2028745 | 81678507 | 1561698 | 95151 | 7844300 | 2028745
mips | 300 | 0.099562701 | 405083520 | 428586665 | 243666592 | 1742910 | 82961041 | 1640697 | 53338 | 7913022 | 1742910
mips | 310 | 0.102334674 | 417300240 | 447617351 | 251512560 | 1768224 | 86702720 | 1752651 | 61647 | 8198614 | 1768224
mips | 320 | 0.107016969 | 434305738 | 458586088 | 261670136 | 2056891 | 88665013 | 1765648 | 69930 | 8509534 | 2056891
mips | 330 | 0.110055704 | 447943224 | 469105533 | 271771448 | 1845989 | 90696543 | 1898342 | 69024 | 8785445 | 1845989
mips | 340 | 0.113864385 | 462383523 | 493809349 | 280176208 | 2029282 | 95629719 | 1928689 | 78105 | 9006019 | 2029282
mips | 350 | 0.11784137 | 476372768 | 511879473 | 290839016 | 2204207 | 99022178 | 1956143 | 76649 | 9306038 | 2204207
mips | 360 | 0.117943682 | 482381977 | 521385629 | 292691048 | 1841257 | 100731297 | 1936946 | 61299 | 9586440 | 1841257
mips | 370 | 0.13176502 | 530493036 | 527845108 | 324701000 | 2894114 | 102095565 | 2003604 | 134207 | 10035464 | 2894114
mips | 380 | 0.126485595 | 516014167 | 550312373 | 314270008 | 2119149 | 106440497 | 2060315 | 76574 | 10138819 | 2119149
mips | 390 | 0.130506206 | 527831969 | 562967695 | 323024104 | 2526559 | 109005699 | 2095602 | 96721 | 10377910 | 2526559
mips | 400 | 0.133719296 | 542893351 | 581285808 | 331077448 | 2251872 | 112307964 | 2253805 | 76491 | 10613227 | 2251872
mips | 410 | 0.133323252 | 552230501 | 589291261 | 334794408 | 2244413 | 113781407 | 2202478 | 67469 | 10965589 | 2244413
mips | 420 | 0.137968346 | 565057636 | 601398569 | 339789424 | 2432536 | 116206710 | 2445193 | 81548 | 11174598 | 2432536
mips | 430 | 0.1445757 | 592712142 | 610917996 | 357556264 | 2675613 | 117959179 | 2279241 | 109734 | 11415442 | 2675613
mips | 440 | 0.14789021 | 598100594 | 639483801 | 364685048 | 2506946 | 123600828 | 2452669 | 89056 | 11777887 | 2506946
mips | 450 | 0.151825919 | 613743836 | 649839001 | 374128872 | 2546078 | 125595347 | 2453644 | 90333 | 11919324 | 2546078
mips | 460 | 0.150912438 | 618476385 | 661465378 | 374954840 | 2492800 | 127953958 | 2611981 | 73485 | 12256033 | 2492800
mips | 470 | 0.156009064 | 634935274 | 682602237 | 385479744 | 2561129 | 132100787 | 2623639 | 85878 | 12557200 | 2561129
mips | 480 | 0.168148033 | 683504159 | 699855164 | 416094120 | 3818878 | 135275665 | 2576933 | 168100 | 12836885 | 3818878
mips | 490 | 0.161541572 | 658428621 | 704345198 | 398808904 | 2842735 | 136077246 | 2705139 | 84109 | 13102890 | 2842735
mips | 500 | 0.167323509 | 682434027 | 712865925 | 412472216 | 2856360 | 137788185 | 2738267 | 96206 | 13380593 | 2856360
mpeg2 | 10 | 0.004672164 | 17406754 | 16996428 | 10442848 | 135767 | 3293479 | 90593 | 8126 | 298262 | 135767
mpeg2 | 20 | 0.007835557 | 29182272 | 31088141 | 18730608 | 137006 | 6022675 | 153910 | 6208 | 533372 | 137006
mpeg2 | 30 | 0.011881653 | 45111182 | 45625984 | 26874224 | 225624 | 8831137 | 204203 | 9868 | 816384 | 225624
mpeg2 | 40 | 0.014477175 | 57546311 | 60309974 | 34675888 | 255550 | 11654727 | 279677 | 9667 | 1069820 | 255550
mpeg2 | 50 | 0.017281116 | 69321020 | 74514618 | 41559752 | 290730 | 14370591 | 293442 | 11818 | 1326189 | 290730
mpeg2 | 60 | 0.022101743 | 86559278 | 87186250 | 53447680 | 444949 | 16878635 | 388506 | 18610 | 1588648 | 444949
mpeg2 | 70 | 0.023688819 | 95388199 | 103335769 | 57698992 | 359128 | 20010719 | 395162 | 12328 | 1868749 | 359128
mpeg2 | 80 | 0.028989608 | 111734020 | 114377736 | 70853224 | 502838 | 22120826 | 463761 | 20975 | 2130090 | 502838
mpeg2 | 90 | 0.031462165 | 124864333 | 129710472 | 75512736 | 552022 | 25037250 | 527542 | 20220 | 2369445 | 552022
mpeg2 | 100 | 0.03377655 | 135059170 | 144286053 | 80555800 | 577443 | 27882493 | 545734 | 18764 | 2642202 | 577443
mpeg2 | 110 | 0.037637432 | 150922432 | 159423263 | 93182128 | 631272 | 30777538 | 624510 | 25281 | 2927386 | 631272
mpeg2 | 120 | 0.039490317 | 160173073 | 176169740 | 97708728 | 741485 | 34062506 | 702820 | 25706 | 3183325 | 741485
mpeg2 | 130 | 0.046629557 | 185586760 | 187339441 | 112727784 | 897303 | 36148289 | 757507 | 48493 | 3487094 | 897303
mpeg2 | 140 | 0.049326425 | 198823292 | 203502580 | 120086096 | 1122117 | 39398589 | 772486 | 52416 | 3737176 | 1122117
mpeg2 | 150 | 0.050334542 | 203134079 | 215606932 | 121600648 | 828797 | 41719622 | 812171 | 25940 | 3975250 | 828797
mpeg2 | 160 | 0.055832405 | 224707303 | 230318117 | 136495424 | 926541 | 44583543 | 922344 | 27823 | 4276844 | 926541
mpeg2 | 170 | 0.066230968 | 257384812 | 248502682 | 161290064 | 1674592 | 48049228 | 889592 | 90779 | 4591503 | 1674592
mpeg2 | 180 | 0.059189614 | 239813862 | 260780493 | 145283736 | 958957 | 50356519 | 1012687 | 31713 | 4748256 | 958957
mpeg2 | 190 | 0.066395376 | 264684538 | 272561068 | 161463224 | 1327160 | 52531541 | 997210 | 54662 | 5045956 | 1327160
mpeg2 | 200 | 0.067001775 | 273406389 | 285541959 | 163981896 | 1298845 | 55231972 | 1129180 | 43274 | 5351078 | 1298845
mpeg2 | 210 | 0.072565213 | 288160748 | 299154153 | 177679632 | 1239325 | 57892470 | 1146038 | 41509 | 5565293 | 1239325
mpeg2 | 220 | 0.074949898 | 303817340 | 313841459 | 185570320 | 1767790 | 60654047 | 1254877 | 73631 | 5870528 | 1767790
mpeg2 | 230 | 0.07517578 | 307984547 | 327872663 | 187511584 | 1306717 | 63386638 | 1240967 | 40490 | 6117381 | 1306717
mpeg2 | 240 | 0.079103096 | 321749448 | 344694285 | 193477960 | 1289655 | 66673838 | 1339508 | 45370 | 6334687 | 1289655
mpeg2 | 250 | 0.085461987 | 344989597 | 357074946 | 211134040 | 1614167 | 69045033 | 1322798 | 57184 | 6663817 | 1614167
mpeg2 | 260 | 0.084160068 | 344876944 | 377944725 | 207729600 | 1368772 | 73046516 | 1429919 | 42242 | 6909982 | 1368772
mpeg2 | 270 | 0.095456603 | 379497291 | 387203041 | 235113736 | 1716920 | 74872893 | 1483204 | 67453 | 7291434 | 1716920
mpeg2 | 280 | 0.09487421 | 376116048 | 399291416 | 231290384 | 1548273 | 77145649 | 1473958 | 56624 | 7418903 | 1548273
mpeg2 | 290 | 0.13099812 | 407360438 | 417796571 | 319286448 | 2226236 | 80687320 | 1562311 | 105700 | 7698388 | 2226236
mpeg2 | 300 | 0.101411281 | 412572244 | 435214462 | 249350296 | 1754674 | 83982410 | 1620043 | 63378 | 7988292 | 1754674
mpeg2 | 310 | 0.101927386 | 416028183 | 449096819 | 252786352 | 1717107 | 86659781 | 1691243 | 55731 | 8284287 | 1717107
mpeg2 | 320 | 0.109577814 | 443193374 | 450333303 | 271849344 | 2168338 | 87148807 | 1992230 | 79501 | 8639709 | 2168338
mpeg2 | 330 | 0.368448743 | 507637742 | 476440895 | 907314304 | 5009123 | 92013813 | 1798846 | 337810 | 8888285 | 5009123
mpeg2 | 340 | 0.108066188 | 453124014 | 483916653 | 267793136 | 1551881 | 93505646 | 1896190 | 42985 | 9072346 | 1551881
mpeg2 | 350 | 0.111228336 | 462232591 | 500244627 | 276428672 | 1888417 | 96583209 | 1879717 | 61298 | 9242727 | 1888417
mpeg2 | 360 | 0.129987406 | 524765069 | 518153938 | 322054824 | 3372605 | 100102318 | 2003354 | 182479 | 9609709 | 3372605
mpeg2 | 370 | 0.130481745 | 531123537 | 527359666 | 324495496 | 3301840 | 101838206 | 2172327 | 164333 | 9951524 | 3301840
mpeg2 | 380 | 0.131598606 | 540761216 | 536130986 | 328309592 | 3266283 | 103664668 | 2025237 | 147903 | 10222275 | 3266283
mpeg2 | 390 | 0.126764854 | 521523745 | 553626927 | 314543216 | 1973212 | 107007003 | 2172130 | 65414 | 10335465 | 1973212
mpeg2 | 400 | 0.133428687 | 538737155 | 568452986 | 327408744 | 1884432 | 109726043 | 2102956 | 62635 | 10699440 | 1884432
mpeg2 | 410 | 0.135584416 | 554968506 | 585280575 | 335585744 | 2394285 | 113215782 | 2201682 | 84674 | 10946339 | 2394285
mpeg2 | 420 | 0.137133032 | 561506353 | 596073337 | 338788736 | 2422945 | 115004742 | 2192538 | 79917 | 11150861 | 2422945
mpeg2 | 430 | 0.147319206 | 596235029 | 624068373 | 361655944 | 2786972 | 120646974 | 2326306 | 114456 | 11423567 | 2786972
mpeg2 | 440 | 0.142434352 | 585437971 | 633003511 | 349695736 | 2328675 | 122248529 | 2372648 | 78484 | 11533124 | 2328675
mpeg2 | 450 | 0.149231456 | 608233065 | 648849428 | 366959840 | 2596232 | 125436366 | 2324456 | 93158 | 11909349 | 2596232
mpeg2 | 460 | 0.152029852 | 617854423 | 652992116 | 374008648 | 2630525 | 126079972 | 2587670 | 83322 | 12220604 | 2630525
mpeg2 | 470 | 0.15695121 | 636726886 | 669135156 | 386613344 | 2605913 | 129151522 | 2421803 | 87427 | 12478048 | 2605913
mpeg2 | 480 | 0.161182169 | 653330415 | 694062513 | 397532408 | 2928116 | 133938729 | 2562290 | 100409 | 12775656 | 2928116
mpeg2 | 490 | 0.160103259 | 654986438 | 704216387 | 395971992 | 2693080 | 136231522 | 2596955 | 81154 | 12987812 | 2693080
mpeg2 | 500 | 0.164303013 | 673370344 | 717029507 | 404909648 | 2743465 | 138394754 | 2670183 | 90266 | 13333157 | 2743465
sha_driver | 10 | 0.006970175 | 25054861 | 29551135 | 15523248 | 210483 | 3788785 | 96112 | 15276 | 304605 | 210483
sha_driver | 20 | 0.011052488 | 41376353 | 56338392 | 24732136 | 178666 | 7037087 | 158755 | 9359 | 538675 | 178666
sha_driver | 30 | 0.015616594 | 59382582 | 82528505 | 38093640 | 216726 | 10172229 | 203791 | 9242 | 847537 | 216726
sha_driver | 40 | 0.01965217 | 77778860 | 109199998 | 46192120 | 248943 | 13390478 | 290982 | 9643 | 1076679 | 248943
sha_driver | 50 | 0.097328275 | 104107229 | 137178500 | 236778568 | 625226 | 16869218 | 366326 | 35838 | 1339390 | 625226
sha_driver | 60 | 0.028803084 | 114667398 | 162224242 | 69251624 | 417080 | 19797441 | 387765 | 17371 | 1633693 | 417080
sha_driver | 70 | 0.033273061 | 134499035 | 189524756 | 80745912 | 519710 | 23128553 | 396019 | 20012 | 1878730 | 519710
sha_driver | 80 | 0.038692967 | 155198839 | 214928189 | 94307200 | 660487 | 26086085 | 541297 | 32702 | 2155570 | 660487
sha_driver | 90 | 0.047137483 | 187433823 | 243300718 | 115221496 | 1023450 | 29691844 | 571302 | 59290 | 2467205 | 1023450
sha_driver | 100 | 0.047299471 | 189852493 | 269638350 | 114613408 | 771387 | 32784525 | 641254 | 34196 | 2696994 | 771387
sha_driver | 110 | 0.051379272 | 207499505 | 296299487 | 124049536 | 673262 | 35998332 | 647935 | 24749 | 2938973 | 673262
sha_driver | 120 | 0.058123359 | 233284439 | 325387955 | 139313928 | 942153 | 39676256 | 654582 | 38846 | 3178500 | 942153
sha_driver | 130 | 0.06208038 | 248325010 | 347714510 | 150792512 | 923212 | 42028143 | 749102 | 37950 | 3533168 | 923212
sha_driver | 140 | 0.066375455 | 268315032 | 376851114 | 161466344 | 901521 | 45766309 | 855300 | 35529 | 3794823 | 901521
sha_driver | 150 | 0.07408396 | 296304590 | 406547838 | 180724232 | 1337532 | 49581219 | 964647 | 69018 | 4110355 | 1337532
sha_driver | 160 | 0.075049825 | 306011689 | 431036281 | 181593880 | 1165691 | 52462912 | 945717 | 48462 | 4249969 | 1165691
sha_driver | 170 | 0.082126026 | 329667960 | 456696422 | 198295552 | 1131474 | 55450751 | 1074315 | 42175 | 4544171 | 1131474
sha_driver | 180 | 0.09272153 | 366990977 | 486486095 | 224713840 | 1788821 | 59248318 | 1078068 | 100524 | 4900208 | 1788821
sha_driver | 190 | 0.091640997 | 363236819 | 514388569 | 220443184 | 1338392 | 62680128 | 1183489 | 55036 | 5029474 | 1338392
sha_driver | 200 | 0.094854071 | 382426054 | 538537156 | 228948928 | 1389645 | 65440327 | 1195806 | 54904 | 5378926 | 1389645
sha_driver | 210 | 0.099984769 | 395296792 | 567713806 | 239855304 | 1411279 | 69106332 | 1319872 | 54877 | 5621972 | 1411279
sha_driver | 220 | 0.105946198 | 426429255 | 592409206 | 257942880 | 1923795 | 71977130 | 1259177 | 83217 | 5961967 | 1923795
sha_driver | 230 | 0.109128758 | 439003801 | 615180597 | 265333952 | 1632878 | 74499689 | 1311844 | 67929 | 6121644 | 1632878
sha_driver | 240 | 0.119149285 | 468704275 | 644487286 | 291373056 | 1710103 | 78139867 | 1494830 | 75846 | 6535487 | 1710103
sha_driver | 250 | 0.11843873 | 479311506 | 672787541 | 289633656 | 1767516 | 81823747 | 1500329 | 68279 | 6796178 | 1767516
sha_driver | 260 | 0.12022023 | 484269466 | 697123680 | 291250336 | 1605319 | 84474908 | 1592172 | 54202 | 6838363 | 1605319
sha_driver | 270 | 0.126874236 | 515537901 | 722423169 | 306608120 | 1770074 | 87516389 | 1634755 | 72818 | 7189160 | 1770074
sha_driver | 280 | 0.135746903 | 551071298 | 759525729 | 333947224 | 2666984 | 92671360 | 1661538 | 140080 | 7598031 | 2666984
sha_driver | 290 | 0.135202426 | 543287451 | 773542592 | 329022512 | 1855822 | 93482995 | 1782834 | 70933 | 7641098 | 1855822
sha_driver | 300 | 0.142198973 | 573465625 | 802049982 | 346658728 | 2082283 | 96985176 | 1752716 | 84378 | 8108286 | 2082283
sha_driver | 310 | 0.144654648 | 584009686 | 831578025 | 352038544 | 2114267 | 100815609 | 1841352 | 80488 | 8352260 | 2114267
sha_driver | 320 | 0.148542308 | 603032068 | 863408587 | 362404848 | 2124304 | 104981021 | 1913847 | 82311 | 8685032 | 2124304
sha_driver | 330 | 0.153187147 | 621616232 | 883759407 | 375409424 | 2059789 | 107061713 | 1996429 | 80894 | 8956183 | 2059789
sha_driver | 340 | 0.154984965 | 636395391 | 918921636 | 381133272 | 2182651 | 111886045 | 1987884 | 75433 | 9116010 | 2182651
sha_driver | 350 | 0.163135982 | 659018977 | 943756066 | 396870864 | 2354020 | 114694713 | 2089835 | 94593 | 9374055 | 2354020
sha_driver | 360 | 0.170812369 | 689219154 | 969679638 | 417777568 | 2547344 | 117894711 | 2108146 | 100788 | 9721320 | 2547344
sha_driver | 370 | 0.172245996 | 697306044 | 991489418 | 419838640 | 2449088 | 120119301 | 2323916 | 90325 | 9880550 | 2449088
sha_driver | 380 | 0.179032824 | 713252837 | 1019876870 | 433538352 | 2413171 | 123653671 | 2266774 | 87270 | 10080331 | 2413171
sha_driver | 390 | 0.199617463 | 790249857 | 1040550701 | 487358664 | 3874498 | 125595334 | 2250115 | 213959 | 10666012 | 3874498
sha_driver | 400 | 0.192507077 | 770777864 | 1076383491 | 463576776 | 2749197 | 130709855 | 2339822 | 110683 | 10747302 | 2749197
sha_driver | 410 | 0.189269639 | 766965390 | 1097460510 | 460732272 | 2577488 | 132825674 | 2441688 | 98922 | 10830567 | 2577488
sha_driver | 420 | 0.198313558 | 805977737 | 1130196721 | 485144088 | 3044043 | 137246507 | 2470693 | 129531 | 11237065 | 3044043
sha_driver | 430 | 0.199800499 | 812349142 | 1154026726 | 488964008 | 2921646 | 139901932 | 2549351 | 105848 | 11631013 | 2921646
sha_driver | 440 | 0.20259982 | 826976634 | 1187819317 | 494268944 | 2961886 | 144637855 | 2649478 | 111011 | 11694280 | 2961886
sha_driver | 450 | 0.215997867 | 867269071 | 1215680739 | 525790200 | 3235637 | 148114136 | 2574008 | 147006 | 11935317 | 3235637
sha_driver | 460 | 0.21257977 | 867793936 | 1234360049 | 521686984 | 3154528 | 149449694 | 2690833 | 123840 | 12374278 | 3154528
sha_driver | 470 | 0.218992864 | 888597634 | 1268700649 | 534492920 | 3142327 | 154519557 | 2662190 | 118767 | 12622783 | 3142327
sha_driver | 480 | 0.272736257 | 948789275 | 1293583919 | 664323192 | 4881366 | 157202486 | 2802263 | 263886 | 12894082 | 4881366
sha_driver | 490 | 0.231246777 | 928928009 | 1310783543 | 557881064 | 3178653 | 158657262 | 2889597 | 131168 | 13056607 | 3178653
sha_driver | 500 | 0.244546475 | 985345098 | 1350872573 | 601040856 | 4899506 | 164405940 | 2911353 | 249861 | 13595762 | 4899506
